Middle-aged, State-gov, Bachelors, Never-married, Adm-clerical, Not-in-family, White, Male,Full-time, United-States, <=50K
Middle-aged, Private, HS-grad, Divorced, Farming-fishing, Not-in-family, Black, Male,Full-time, United-States, <=50K
Senior, Local-gov, HS-grad, Married-civ-spouse, Other-service, Husband, Black, Male,Full-time, United-States, <=50K
Old, State-gov, Some-college, Separated, Sales, Not-in-family, White, Male,Part-time, United-States, <=50K
Middle-aged, Private, Bachelors, Married-civ-spouse, Prof-specialty, Husband, White, Male,Full-time, United-States, >50K
Middle-aged, State-gov, 5th-6th, Never-married, Machine-op-inspct, Own-child, White, Female,Part-time, United-States, <=50K
Middle-aged, Private, Some-college, Married-civ-spouse, Sales, Wife, White, Female,Full-time, United-States, >50K
Middle-aged, Self-emp-not-inc, Bachelors, Married-civ-spouse, Sales, Husband, White, Male,Full-time, United-States, >50K
Young, Local-gov, Some-college, Never-married, Protective-serv, Unmarried, Other, Male,Full-time, United-States, <=50K
Senior, Private, HS-grad, Married-civ-spouse, Sales, Husband, White, Male,Full-time, United-States, <=50K
Young, Local-gov, Some-college, Never-married, Adm-clerical, Own-child, Black, Female,Full-time, United-States, <=50K
Middle-aged, Private, Some-college, Married-civ-spouse, Craft-repair, Husband, Black, Male,Full-time, United-States, <=50K
Middle-aged, Self-emp-not-inc, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,Full-time, Italy, <=50K
Middle-aged, Private, Some-college, Married-civ-spouse, Other-service, Husband, White, Male,Full-time, United-States, <=50K
Senior, Private, Prof-school, Married-civ-spouse, Prof-specialty, Husband, White, Male,Over-time, United-States, >50K
Middle-aged, Private, Bachelors, Divorced, Sales, Unmarried, White, Male,Over-time, United-States, >50K
Middle-aged, Local-gov, Masters, Never-married, Prof-specialty, Not-in-family, White, Female,Full-time, United-States, >50K
Middle-aged, Private, Doctorate, Separated, Exec-managerial, Unmarried, White, Male,Full-time, United-States, >50K
Senior, Private, Bachelors, Divorced, Sales, Not-in-family, White, Male,Over-time, United-States, <=50K
Middle-aged, Private, Bachelors, Married-civ-spouse, Exec-managerial, Husband, White, Male,Full-time, United-States, >50K
Middle-aged, Private, HS-grad, Never-married, Sales, Own-child, White, Male,Full-time, United-States, <=50K
Young, Private, 10th, Never-married, Other-service, Own-child, White, Female,Part-time, United-States, <=50K
Middle-aged, Private, Some-college, Married-civ-spouse, Other-service, Husband, White, Male,Full-time, United-States, <=50K
Old, Self-emp-inc, Some-college, Married-civ-spouse, Exec-managerial, Husband, White, Male,Over-time, United-States, >50K
Middle-aged, Private, Bachelors, Married-civ-spouse, Prof-specialty, Husband, White, Male,Over-time, United-States, <=50K
Young, Private, 10th, Never-married, Other-service, Own-child, White, Male,Part-time, United-States, <=50K
Middle-aged, Private, HS-grad, Married-civ-spouse, Transport-moving, Husband, White, Male,Over-time, United-States, >50K
Young, Private, Some-college, Never-married, Machine-op-inspct, Not-in-family, White, Female,Full-time, United-States, <=50K
Senior, Private, Bachelors, Married-civ-spouse, Exec-managerial, Husband, White, Male,Over-time, United-States, >50K
Middle-aged, Private, Some-college, Married-civ-spouse, Craft-repair, Husband, White, Male,Full-time, United-States, <=50K
Middle-aged, Local-gov, Assoc-acdm, Married-civ-spouse, Exec-managerial, Husband, Black, Male,Over-time, United-States, >50K
Senior, Private, Masters, Married-civ-spouse, Exec-managerial, Husband, White, Male,Over-time, United-States, >50K
Middle-aged, Private, HS-grad, Married-civ-spouse, Adm-clerical, Wife, White, Female,Full-time, United-States, <=50K
Young, Private, HS-grad, Never-married, Handlers-cleaners, Not-in-family, Black, Female,Full-time, United-States, <=50K
Senior, Private, HS-grad, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,Full-time, United-States, >50K
Middle-aged, Self-emp-inc, HS-grad, Married-civ-spouse, Exec-managerial, Husband, White, Male,Full-time, United-States, >50K
Young, Private, Some-college, Never-married, Sales, Own-child, White, Female,Part-time, United-States, <=50K
Young, Private, Bachelors, Never-married, Adm-clerical, Own-child, White, Female,Full-time, United-States, <=50K
Senior, Private, HS-grad, Married-civ-spouse, Exec-managerial, Husband, White, Male,Over-time, United-States, >50K
Senior, Federal-gov, Bachelors, Married-spouse-absent, Exec-managerial, Not-in-family, White, Male,Over-time, United-States, >50K
Senior, Self-emp-inc, Some-college, Married-civ-spouse, Exec-managerial, Husband, White, Male,Over-time, United-States, >50K
Middle-aged, State-gov, Bachelors, Married-civ-spouse, Exec-managerial, Husband, White, Male,Over-time, United-States, >50K
Middle-aged, Private, Bachelors, Never-married, Exec-managerial, Own-child, White, Male,Full-time, United-States, <=50K
Middle-aged, Private, HS-grad, Married-civ-spouse, Adm-clerical, Wife, Asian-Pac-Islander, Female,Full-time, Vietnam, <=50K
Senior, Private, HS-grad, Married-civ-spouse, Exec-managerial, Husband, White, Male,Over-time, United-States, >50K
Young, Private, Some-college, Never-married, Other-service, Not-in-family, White, Female,Full-time, United-States, <=50K
Senior, Self-emp-not-inc, Some-college, Divorced, Other-service, Not-in-family, White, Female,Over-time, United-States, <=50K
Senior, Private, Some-college, Widowed, Sales, Unmarried, White, Female,Full-time, United-States, <=50K
Senior, Self-emp-not-inc, HS-grad, Married-civ-spouse, Sales, Own-child, White, Female,Full-time, United-States, >50K
Senior, Self-emp-inc, Bachelors, Married-civ-spouse, Prof-specialty, Husband, White, Male,Over-time, United-States, >50K
Senior, Private, Some-college, Widowed, Adm-clerical, Not-in-family, White, Female,Full-time, United-States, <=50K
Senior, Private, HS-grad, Widowed, Machine-op-inspct, Not-in-family, White, Female,Full-time, United-States, <=50K
Middle-aged, Private, HS-grad, Separated, Other-service, Unmarried, White, Female,Full-time, Mexico, <=50K
Middle-aged, Private, HS-grad, Married-civ-spouse, Adm-clerical, Wife, White, Female,Full-time, United-States, <=50K
Young, Private, HS-grad, Never-married, Adm-clerical, Own-child, White, Female,Full-time, United-States, <=50K
Senior, Self-emp-not-inc, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,Over-time, United-States, <=50K
Senior, Self-emp-not-inc, HS-grad, Married-civ-spouse, Transport-moving, Husband, White, Male,Too-much, United-States, <=50K
Senior, Self-emp-not-inc, Bachelors, Never-married, Sales, Not-in-family, White, Male,Full-time, United-States, <=50K
Old, Private, Bachelors, Widowed, Sales, Not-in-family, White, Male,Full-time, United-States, >50K
Middle-aged, Private, HS-grad, Married-civ-spouse, Other-service, Wife, Other, Female,Full-time, United-States, <=50K
Middle-aged, Private, 9th, Married-civ-spouse, Handlers-cleaners, Husband, White, Male,Over-time, Mexico, <=50K
Middle-aged, Private, Assoc-acdm, Divorced, Exec-managerial, Not-in-family, White, Female,Over-time, United-States, <=50K
Middle-aged, Private, HS-grad, Never-married, Other-service, Own-child, White, Female,Full-time, United-States, <=50K
Middle-aged, Private, HS-grad, Married-civ-spouse, Farming-fishing, Husband, Other, Male,Full-time, United-States, <=50K
Senior, Private, Prof-school, Married-civ-spouse, Prof-specialty, Husband, White, Male,Full-time, United-States, >50K
Middle-aged, Self-emp-not-inc, 9th, Married-civ-spouse, Craft-repair, Husband, White, Male,Full-time, United-States, >50K
Senior, Local-gov, Bachelors, Married-civ-spouse, Adm-clerical, Wife, White, Female,Full-time, United-States, >50K
Middle-aged, Private, Bachelors, Married-civ-spouse, Exec-managerial, Husband, White, Male,Full-time, United-States, >50K
Senior, Private, 9th, Divorced, Other-service, Not-in-family, White, Male,Full-time, United-States, <=50K
Middle-aged, Private, HS-grad, Married-civ-spouse, Exec-managerial, Husband, White, Male,Over-time, United-States, <=50K
Senior, Self-emp-not-inc, 11th, Married-civ-spouse, Other-service, Husband, White, Male,Full-time, United-States, <=50K
Middle-aged, Private, Assoc-voc, Married-civ-spouse, Transport-moving, Husband, White, Male,Too-much, United-States, >50K
Middle-aged, Local-gov, Bachelors, Married-civ-spouse, Prof-specialty, Husband, White, Male,Too-much, United-States, >50K
Middle-aged, Private, Assoc-acdm, Never-married, Adm-clerical, Not-in-family, White, Female,Full-time, United-States, <=50K
Middle-aged, Self-emp-not-inc, Bachelors, Divorced, Prof-specialty, Other-relative, White, Male,Full-time, United-States, >50K
Middle-aged, Private, HS-grad, Divorced, Sales, Not-in-family, White, Male,Full-time, United-States, <=50K
Senior, Private, 11th, Married-civ-spouse, Craft-repair, Husband, White, Male,Over-time, United-States, <=50K
Senior, Self-emp-inc, Masters, Married-civ-spouse, Sales, Husband, White, Male,Full-time, United-States, >50K
Middle-aged, Private, Assoc-voc, Never-married, Sales, Not-in-family, Black, Male,Over-time, United-States, <=50K
Senior, Private, HS-grad, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,Full-time, United-States, <=50K
Old, Private, HS-grad, Never-married, Transport-moving, Not-in-family, White, Male,Full-time, United-States, >50K
Middle-aged, Private, Masters, Never-married, Tech-support, Not-in-family, White, Female,Full-time, United-States, <=50K
Senior, Local-gov, Bachelors, Widowed, Prof-specialty, Not-in-family, White, Female,Full-time, United-States, >50K
Middle-aged, Private, Assoc-voc, Married-civ-spouse, Craft-repair, Husband, White, Male,Full-time, United-States, >50K
Young, Private, Some-college, Never-married, Other-service, Own-child, White, Female,Part-time, United-States, <=50K
Senior, Private, 7th-8th, Married-civ-spouse, Craft-repair, Husband, White, Male,Full-time, United-States, <=50K
Young, Private, Some-college, Never-married, Adm-clerical, Own-child, White, Male,Part-time, United-States, <=50K
Young, Private, 11th, Never-married, Craft-repair, Own-child, White, Male,Part-time, United-States, <=50K
Middle-aged, Private, Some-college, Married-civ-spouse, Other-service, Husband, White, Male,Full-time, United-States, <=50K
Middle-aged, Private, Some-college, Divorced, Tech-support, Unmarried, White, Female,Full-time, United-States, <=50K
Middle-aged, Private, Masters, Never-married, Prof-specialty, Not-in-family, White, Female,Over-time, United-States, <=50K
Middle-aged, Private, Some-college, Married-civ-spouse, Sales, Husband, White, Male,Over-time, United-States, <=50K
Senior, Private, HS-grad, Married-civ-spouse, Transport-moving, Husband, White, Male,Over-time, United-States, >50K
Middle-aged, Private, 10th, Widowed, Adm-clerical, Unmarried, White, Female,Full-time, United-States, <=50K
Young, Private, Some-college, Never-married, Other-service, Own-child, White, Female,Full-time, United-States, <=50K
Senior, Private, 7th-8th, Married-civ-spouse, Craft-repair, Husband, White, Male,Full-time, United-States, <=50K
Young, Private, Some-college, Never-married, Tech-support, Own-child, White, Male,Full-time, United-States, <=50K
Young, Private, Some-college, Never-married, Other-service, Own-child, White, Female,Part-time, United-States, <=50K
Senior, Local-gov, Bachelors, Married-civ-spouse, Prof-specialty, Wife, White, Female,Over-time, United-States, >50K
Middle-aged, Federal-gov, Masters, Married-civ-spouse, Prof-specialty, Husband, White, Male,Full-time, United-States, >50K
Senior, Self-emp-inc, Bachelors, Married-civ-spouse, Farming-fishing, Husband, White, Male,Over-time, United-States, >50K
Senior, Private, HS-grad, Married-civ-spouse, Tech-support, Husband, White, Male,Full-time, United-States, >50K
Senior, Self-emp-not-inc, Prof-school, Married-civ-spouse, Prof-specialty, Husband, White, Male,Over-time, United-States, >50K
Middle-aged, Private, 11th, Never-married, Craft-repair, Own-child, White, Male,Full-time, United-States, <=50K
Senior, Private, 9th, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,Full-time, United-States, <=50K
Young, Private, Some-college, Never-married, Sales, Own-child, White, Female,Part-time, United-States, <=50K
Young, Private, 11th, Never-married, Adm-clerical, Own-child, White, Female,Part-time, United-States, <=50K
Middle-aged, Private, Some-college, Married-civ-spouse, Craft-repair, Husband, White, Male,Full-time, United-States, <=50K
Senior, Self-emp-not-inc, Bachelors, Married-civ-spouse, Prof-specialty, Husband, White, Male,Over-time, United-States, <=50K
Senior, Self-emp-inc, Bachelors, Married-civ-spouse, Sales, Husband, White, Male,Full-time, United-States, >50K
Senior, Self-emp-inc, Masters, Married-civ-spouse, Sales, Husband, White, Male,Full-time, United-States, <=50K
Middle-aged, Private, HS-grad, Divorced, Other-service, Not-in-family, Black, Male,Full-time, United-States, <=50K
Middle-aged, Private, Bachelors, Never-married, Adm-clerical, Not-in-family, White, Female,Over-time, United-States, <=50K
Young, Private, HS-grad, Never-married, Tech-support, Own-child, White, Male,Over-time, United-States, <=50K
Middle-aged, Private, Masters, Never-married, Prof-specialty, Not-in-family, White, Female,Over-time, United-States, <=50K
Middle-aged, Private, Assoc-voc, Divorced, Adm-clerical, Unmarried, White, Female,Full-time, United-States, <=50K
Young, Private, Bachelors, Married-civ-spouse, Adm-clerical, Wife, Black, Female,Full-time, United-States, <=50K
Young, Private, Some-college, Never-married, Exec-managerial, Not-in-family, Black, Female,Part-time, United-States, <=50K
Young, Private, HS-grad, Married-civ-spouse, Other-service, Husband, White, Male,Full-time, United-States, <=50K
Middle-aged, Private, Bachelors, Married-civ-spouse, Prof-specialty, Wife, White, Female,Full-time, United-States, >50K
Middle-aged, Private, Bachelors, Married-civ-spouse, Prof-specialty, Wife, White, Female,Full-time, United-States, <=50K
Middle-aged, Private, HS-grad, Separated, Craft-repair, Not-in-family, White, Male,Over-time, Portugal, <=50K
Middle-aged, Private, 10th, Separated, Craft-repair, Unmarried, White, Female,Full-time, United-States, <=50K
Young, Private, 11th, Never-married, Other-service, Own-child, Black, Male,Part-time, United-States, <=50K
Young, Private, Assoc-voc, Never-married, Sales, Not-in-family, Black, Female,Full-time, United-States, <=50K
Middle-aged, State-gov, Bachelors, Married-civ-spouse, Prof-specialty, Husband, White, Male,Over-time, United-States, >50K
Young, Private, 12th, Never-married, Other-service, Own-child, White, Female,Part-time, United-States, <=50K
Middle-aged, Private, 9th, Married-civ-spouse, Craft-repair, Husband, White, Male,Full-time, United-States, <=50K
Young, Private, Assoc-voc, Never-married, Other-service, Not-in-family, White, Female,Over-time, United-States, <=50K
Middle-aged, State-gov, HS-grad, Married-civ-spouse, Protective-serv, Husband, White, Male,Over-time, United-States, >50K
Senior, Private, Some-college, Divorced, Other-service, Not-in-family, White, Female,Full-time, United-States, <=50K
Middle-aged, Private, Some-college, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,Over-time, United-States, <=50K
Middle-aged, Private, Some-college, Married-civ-spouse, Adm-clerical, Husband, White, Male,Full-time, United-States, >50K
Middle-aged, Private, Bachelors, Married-civ-spouse, Tech-support, Wife, White, Female,Full-time, United-States, >50K
Middle-aged, Private, HS-grad, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,Over-time, United-States, >50K
Senior, Private, HS-grad, Divorced, Adm-clerical, Not-in-family, White, Female,Full-time, United-States, <=50K
Young, Private, Some-college, Never-married, Adm-clerical, Own-child, White, Female,Part-time, United-States, <=50K
Middle-aged, Private, HS-grad, Never-married, Adm-clerical, Not-in-family, White, Female,Over-time, United-States, <=50K
Senior, Self-emp-inc, HS-grad, Married-civ-spouse, Exec-managerial, Husband, White, Male,Too-much, United-States, >50K
Middle-aged, Local-gov, Assoc-acdm, Married-civ-spouse, Prof-specialty, Husband, White, Male,Over-time, United-States, <=50K
Middle-aged, Self-emp-not-inc, HS-grad, Married-civ-spouse, Sales, Husband, White, Male,Over-time, United-States, <=50K
Middle-aged, Private, 5th-6th, Never-married, Farming-fishing, Other-relative, Black, Male,Full-time, Mexico, <=50K
Young, State-gov, Some-college, Never-married, Handlers-cleaners, Not-in-family, White, Male,Part-time, United-States, <=50K
Middle-aged, Private, Assoc-acdm, Never-married, Prof-specialty, Not-in-family, White, Male,Over-time, United-States, >50K
Young, Private, Some-college, Never-married, Other-service, Own-child, White, Female,Part-time, United-States, <=50K
Middle-aged, Private, HS-grad, Married-civ-spouse, Exec-managerial, Husband, White, Male,Over-time, United-States, <=50K
Senior, Federal-gov, Some-college, Married-civ-spouse, Craft-repair, Husband, White, Male,Full-time, United-States, >50K
Middle-aged, Private, HS-grad, Never-married, Transport-moving, Own-child, White, Male,Full-time, United-States, <=50K
Middle-aged, Private, Some-college, Never-married, Adm-clerical, Not-in-family, White, Male,Over-time, United-States, <=50K
Middle-aged, Private, Assoc-voc, Married-civ-spouse, Adm-clerical, Husband, White, Male,Full-time, United-States, <=50K
Young, Private, HS-grad, Never-married, Adm-clerical, Own-child, White, Male,Part-time, United-States, <=50K
Middle-aged, Private, Bachelors, Married-civ-spouse, Exec-managerial, Wife, White, Female,Over-time, United-States, >50K
Middle-aged, Private, HS-grad, Never-married, Transport-moving, Own-child, White, Male,Over-time, United-States, <=50K
Middle-aged, Self-emp-not-inc, HS-grad, Divorced, Craft-repair, Own-child, White, Male,Full-time, United-States, <=50K
Young, Private, Some-college, Never-married, Handlers-cleaners, Not-in-family, White, Male,Full-time, United-States, <=50K
Middle-aged, Local-gov, Masters, Divorced, Prof-specialty, Unmarried, White, Female,Over-time, United-States, <=50K
Middle-aged, Local-gov, Some-college, Married-civ-spouse, Protective-serv, Husband, White, Male,Too-much, United-States, >50K
Middle-aged, Private, HS-grad, Never-married, Sales, Other-relative, White, Male,Full-time, United-States, <=50K
Senior, Private, 11th, Married-civ-spouse, Transport-moving, Husband, Amer-Indian-Eskimo, Male,Full-time, United-States, <=50K
Senior, Self-emp-not-inc, Some-college, Married-civ-spouse, Exec-managerial, Husband, White, Male,Full-time, United-States, <=50K
Middle-aged, Private, Masters, Married-civ-spouse, Prof-specialty, Husband, White, Male,Over-time, United-States, <=50K
Old, Private, Bachelors, Married-civ-spouse, Sales, Husband, White, Male,Full-time, United-States, <=50K
Middle-aged, Local-gov, Masters, Married-civ-spouse, Prof-specialty, Wife, Black, Female,Full-time, United-States, >50K
Senior, Private, 7th-8th, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,Full-time, United-States, <=50K
Middle-aged, Private, HS-grad, Married-civ-spouse, Handlers-cleaners, Husband, White, Male,Too-much, United-States, <=50K
Middle-aged, Private, Bachelors, Married-civ-spouse, Prof-specialty, Husband, White, Male,Full-time, United-States, >50K
Middle-aged, Private, HS-grad, Married-spouse-absent, Other-service, Unmarried, White, Female,Too-much, United-States, <=50K
Young, Private, 11th, Never-married, Prof-specialty, Other-relative, White, Male,Part-time, United-States, <=50K
Middle-aged, Self-emp-not-inc, Assoc-voc, Married-civ-spouse, Prof-specialty, Wife, White, Female,Part-time, United-States, >50K
Middle-aged, Private, 9th, Married-civ-spouse, Sales, Husband, White, Male,Full-time, United-States, <=50K
Young, Private, HS-grad, Never-married, Adm-clerical, Own-child, White, Female,Full-time, United-States, <=50K
Senior, Private, Some-college, Married-civ-spouse, Craft-repair, Husband, White, Male,Full-time, United-States, <=50K
Young, Private, HS-grad, Never-married, Adm-clerical, Own-child, White, Female,Full-time, United-States, <=50K
Middle-aged, Federal-gov, Masters, Married-civ-spouse, Exec-managerial, Husband, White, Male,Full-time, United-States, >50K
Senior, Private, Some-college, Divorced, Exec-managerial, Not-in-family, White, Male,Over-time, United-States, >50K
Middle-aged, Private, Bachelors, Never-married, Prof-specialty, Not-in-family, White, Male,Over-time, United-States, <=50K
Middle-aged, Private, 11th, Divorced, Handlers-cleaners, Unmarried, White, Female,Full-time, United-States, <=50K
Middle-aged, Private, 9th, Separated, Other-service, Not-in-family, White, Male,Full-time, United-States, <=50K
Middle-aged, Private, Assoc-acdm, Married-civ-spouse, Prof-specialty, Husband, White, Male,Over-time, United-States, <=50K
Senior, Self-emp-not-inc, Assoc-acdm, Divorced, Sales, Not-in-family, White, Male,Over-time, United-States, <=50K
Senior, Private, HS-grad, Separated, Sales, Unmarried, White, Male,Over-time, United-States, <=50K
Middle-aged, Private, HS-grad, Never-married, Handlers-cleaners, Not-in-family, White, Male,Full-time, United-States, <=50K
Middle-aged, Private, Bachelors, Never-married, Sales, Not-in-family, White, Male,Full-time, United-States, <=50K
Senior, State-gov, Bachelors, Married-civ-spouse, Exec-managerial, Husband, White, Male,Full-time, United-States, <=50K
Middle-aged, Private, Some-college, Married-civ-spouse, Prof-specialty, Husband, White, Male,Over-time, United-States, <=50K
Young, Private, Some-college, Never-married, Craft-repair, Not-in-family, White, Male,Full-time, United-States, <=50K
Senior, Private, Preschool, Married-spouse-absent, Other-service, Not-in-family, Asian-Pac-Islander, Male,Full-time, China, <=50K
Middle-aged, Private, Bachelors, Never-married, Tech-support, Not-in-family, White, Male,Over-time, Hungary, <=50K
Middle-aged, Federal-gov, Prof-school, Never-married, Prof-specialty, Not-in-family, White, Female,Over-time, United-States, <=50K
Senior, Private, Masters, Divorced, Sales, Not-in-family, White, Female,Over-time, United-States, <=50K
Middle-aged, Federal-gov, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,Full-time, United-States, >50K
Young, Private, Bachelors, Married-civ-spouse, Prof-specialty, Husband, White, Male,Over-time, United-States, >50K
Senior, Private, Assoc-voc, Divorced, Sales, Not-in-family, White, Female,Full-time, United-States, <=50K
Senior, Private, Some-college, Widowed, Machine-op-inspct, Unmarried, White, Female,Full-time, United-States, <=50K
Middle-aged, Private, Bachelors, Never-married, Exec-managerial, Not-in-family, White, Male,Over-time, United-States, <=50K
Middle-aged, Private, Bachelors, Never-married, Sales, Not-in-family, White, Female,Full-time, United-States, <=50K
Senior, Private, 7th-8th, Married-civ-spouse, Machine-op-inspct, Wife, White, Female,Full-time, United-States, <=50K
Young, Private, Some-college, Married-civ-spouse, Craft-repair, Husband, White, Male,Full-time, United-States, <=50K
Middle-aged, Private, HS-grad, Never-married, Craft-repair, Not-in-family, White, Male,Full-time, United-States, <=50K
Middle-aged, Private, Some-college, Never-married, Adm-clerical, Own-child, White, Male,Part-time, United-States, <=50K
Middle-aged, Private, Bachelors, Married-civ-spouse, Sales, Husband, White, Male,Full-time, United-States, >50K
Middle-aged, Private, Bachelors, Never-married, Exec-managerial, Not-in-family, White, Male,Full-time, United-States, <=50K
Old, Self-emp-not-inc, Bachelors, Married-civ-spouse, Sales, Husband, White, Male,Over-time, United-States, <=50K
Young, Private, Preschool, Never-married, Machine-op-inspct, Own-child, White, Female,Full-time, United-States, <=50K
Young, Private, Some-college, Never-married, Other-service, Own-child, White, Male,Part-time, United-States, <=50K
Senior, Self-emp-inc, Bachelors, Married-civ-spouse, Exec-managerial, Husband, White, Male,Over-time, United-States, >50K
Middle-aged, Private, HS-grad, Never-married, Machine-op-inspct, Not-in-family, White, Male,Full-time, United-States, <=50K
Middle-aged, Private, Bachelors, Married-civ-spouse, Exec-managerial, Husband, White, Male,Over-time, United-States, >50K
Middle-aged, Private, Some-college, Married-civ-spouse, Sales, Husband, White, Male,Part-time, United-States, <=50K
Middle-aged, Self-emp-not-inc, HS-grad, Divorced, Craft-repair, Own-child, Amer-Indian-Eskimo, Male,Part-time, United-States, <=50K
Middle-aged, Federal-gov, Masters, Married-civ-spouse, Prof-specialty, Husband, White, Male,Full-time, United-States, <=50K
Senior, Federal-gov, Bachelors, Married-civ-spouse, Exec-managerial, Wife, White, Female,Full-time, United-States, >50K
Middle-aged, Self-emp-inc, Bachelors, Divorced, Prof-specialty, Not-in-family, White, Female,Too-much, United-States, <=50K
Middle-aged, Private, HS-grad, Never-married, Tech-support, Not-in-family, White, Male,Full-time, United-States, <=50K
Middle-aged, Self-emp-inc, Bachelors, Married-civ-spouse, Prof-specialty, Husband, White, Male,Too-much, United-States, >50K
Senior, Self-emp-inc, HS-grad, Divorced, Exec-managerial, Not-in-family, Black, Male,Full-time, United-States, <=50K
Middle-aged, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,Full-time, United-States, <=50K
Middle-aged, Private, HS-grad, Married-civ-spouse, Adm-clerical, Wife, White, Female,Full-time, United-States, <=50K
Senior, Private, HS-grad, Married-civ-spouse, Farming-fishing, Husband, White, Male,Full-time, United-States, <=50K
Middle-aged, Private, Some-college, Married-civ-spouse, Craft-repair, Husband, White, Male,Full-time, United-States, <=50K
Young, Private, Assoc-voc, Never-married, Priv-house-serv, Not-in-family, White, Female,Full-time, United-States, <=50K
Senior, Self-emp-inc, 11th, Married-civ-spouse, Transport-moving, Husband, White, Male,Full-time, United-States, >50K
Middle-aged, Private, Some-college, Married-civ-spouse, Craft-repair, Husband, White, Male,Full-time, United-States, <=50K
Senior, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,Full-time, United-States, <=50K
Middle-aged, Private, 11th, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,Full-time, United-States, <=50K
Middle-aged, Self-emp-inc, Prof-school, Married-civ-spouse, Prof-specialty, Husband, White, Male,Full-time, United-States, >50K
Middle-aged, Self-emp-not-inc, Some-college, Married-civ-spouse, Other-service, Husband, White, Male,Over-time, United-States, <=50K
Senior, Local-gov, Some-college, Married-civ-spouse, Craft-repair, Husband, White, Male,Full-time, United-States, <=50K
Young, Private, Some-college, Never-married, Sales, Own-child, White, Female,Part-time, United-States, <=50K
Middle-aged, Private, Assoc-voc, Married-civ-spouse, Protective-serv, Husband, White, Male,Full-time, United-States, <=50K
Senior, Self-emp-not-inc, 7th-8th, Married-civ-spouse, Farming-fishing, Husband, White, Male,Too-much, United-States, <=50K
Young, Private, 11th, Never-married, Other-service, Own-child, White, Male,Part-time, United-States, <=50K
Senior, Private, HS-grad, Married-civ-spouse, Transport-moving, Husband, Amer-Indian-Eskimo, Male,Full-time, United-States, >50K
Middle-aged, Private, Bachelors, Never-married, Prof-specialty, Not-in-family, White, Male,Full-time, United-States, <=50K
Middle-aged, Local-gov, Some-college, Married-civ-spouse, Protective-serv, Wife, White, Female,Full-time, France, >50K
Senior, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,Full-time, United-States, <=50K
Middle-aged, State-gov, Some-college, Never-married, Tech-support, Unmarried, Black, Female,Full-time, United-States, <=50K
Senior, Private, HS-grad, Married-civ-spouse, Adm-clerical, Husband, White, Male,Full-time, United-States, >50K
Middle-aged, Private, Masters, Never-married, Exec-managerial, Not-in-family, White, Female,Over-time, United-States, >50K
Senior, Local-gov, Doctorate, Married-civ-spouse, Exec-managerial, Husband, White, Male,Full-time, United-States, >50K
Middle-aged, Private, HS-grad, Married-spouse-absent, Sales, Unmarried, Black, Female,Full-time, Jamaica, <=50K
Middle-aged, Federal-gov, HS-grad, Never-married, Exec-managerial, Unmarried, White, Female,Over-time, United-States, <=50K
Senior, Self-emp-not-inc, HS-grad, Married-civ-spouse, Exec-managerial, Husband, White, Male,Over-time, United-States, >50K
Senior, Federal-gov, Bachelors, Divorced, Prof-specialty, Unmarried, White, Male,Full-time, United-States, <=50K
Senior, Self-emp-not-inc, HS-grad, Married-civ-spouse, Transport-moving, Husband, White, Male,Over-time, United-States, >50K
Middle-aged, Private, HS-grad, Married-civ-spouse, Other-service, Husband, White, Male,Full-time, United-States, <=50K
Middle-aged, Private, HS-grad, Married-civ-spouse, Adm-clerical, Own-child, Amer-Indian-Eskimo, Female,Full-time, United-States, <=50K
Senior, Federal-gov, Bachelors, Married-spouse-absent, Exec-managerial, Not-in-family, White, Female,Full-time, United-States, <=50K
Middle-aged, Private, Assoc-acdm, Divorced, Exec-managerial, Not-in-family, White, Male,Full-time, United-States, <=50K
Middle-aged, Self-emp-not-inc, Bachelors, Divorced, Craft-repair, Unmarried, Asian-Pac-Islander, Male,Over-time, Iran, <=50K
Middle-aged, Private, Assoc-voc, Never-married, Machine-op-inspct, Unmarried, Black, Female,Full-time, United-States, <=50K
Middle-aged, Private, HS-grad, Divorced, Craft-repair, Unmarried, White, Male,Full-time, United-States, <=50K
Middle-aged, Private, HS-grad, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,Full-time, United-States, <=50K
Senior, Private, HS-grad, Married-spouse-absent, Other-service, Not-in-family, White, Male,Full-time, Mexico, <=50K
Middle-aged, Private, HS-grad, Married-spouse-absent, Other-service, Not-in-family, White, Female,Part-time, France, <=50K
Middle-aged, State-gov, HS-grad, Married-civ-spouse, Transport-moving, Husband, Black, Male,Full-time, United-States, <=50K
